,0973.HK,0973.HK_Dividends,0973.HK_Stock Splits,1112.HK,1112.HK_Dividends,1112.HK_Stock Splits,1346.HK,1346.HK_Dividends,1346.HK_Stock Splits,1H2.SI,1H2.SI_Dividends,1H2.SI_Stock Splits,2897.TW,2897.TW_Dividends,2897.TW_Stock Splits,6088.T,6088.T_Dividends,6088.T_Stock Splits,ABB.AX,ABB.AX_Dividends,ABB.AX_Stock Splits,AEF.AX,AEF.AX_Dividends,AEF.AX_Stock Splits,ALQP.PA,ALQP.PA_Dividends,ALQP.PA_Stock Splits,AMAL,AMAL_Dividends,AMAL_Stock Splits,ARZZ3.SA,ARZZ3.SA_Dividends,ARZZ3.SA_Stock Splits,BFT.WA,BFT.WA_Dividends,BFT.WA_Stock Splits,BIO.AX,BIO.AX_Dividends,BIO.AX_Stock Splits,BIRD,BIRD_Dividends,BIRD_Stock Splits,CLSA3.SA,CLSA3.SA_Dividends,CLSA3.SA_Stock Splits,COCO,COCO_Dividends,COCO_Stock Splits,CONCHATORO.SN,CONCHATORO.SN_Dividends,CONCHATORO.SN_Stock Splits,COUR,COUR_Dividends,COUR_Stock Splits,CVT.NZ,CVT.NZ_Dividends,CVT.NZ_Stock Splits,CWEB.TO,CWEB.TO_Dividends,CWEB.TO_Stock Splits,DOX.MI,DOX.MI_Dividends,DOX.MI_Stock Splits,FLOW.TO,FLOW.TO_Dividends,FLOW.TO_Stock Splits,FREY.PA,FREY.PA_Dividends,FREY.PA_Stock Splits,GFI.NZ,GFI.NZ_Dividends,GFI.NZ_Stock Splits,GROV,GROV_Dividends,GROV_Stock Splits,HAN.MC,HAN.MC_Dividends,HAN.MC_Stock Splits,HLZ.MC,HLZ.MC_Dividends,HLZ.MC_Stock Splits,HMGS.TA,HMGS.TA_Dividends,HMGS.TA_Stock Splits,IBAB.BR,IBAB.BR_Dividends,IBAB.BR_Stock Splits,INCLU.BR,INCLU.BR_Dividends,INCLU.BR_Stock Splits,KCT.L,KCT.L_Dividends,KCT.L_Stock Splits,KMD.NZ,KMD.NZ_Dividends,KMD.NZ_Stock Splits,KPG.AX,KPG.AX_Dividends,KPG.AX_Stock Splits,LFG.AX,LFG.AX_Dividends,LFG.AX_Stock Splits,LMND,LMND_Dividends,LMND_Stock Splits,MLMFI.PA,MLMFI.PA_Dividends,MLMFI.PA_Stock Splits,MME.AX,MME.AX_Dividends,MME.AX_Stock Splits,MOVI3.SA,MOVI3.SA_Dividends,MOVI3.SA_Stock Splits,MPR.AX,MPR.AX_Dividends,MPR.AX_Stock Splits,NTCO3.SA,NTCO3.SA_Dividends,NTCO3.SA_Stock Splits,RETI.MI,RETI.MI_Dividends,RETI.MI_Stock Splits,SML.NZ,SML.NZ_Dividends,SML.NZ_Stock Splits,SOMA3.SA,SOMA3.SA_Dividends,SOMA3.SA_Stock Splits,TENG.L,TENG.L_Dividends,TENG.L_Stock Splits,TIME.MI,TIME.MI_Dividends,TIME.MI_Stock Splits,TPX.L,TPX.L_Dividends,TPX.L_Stock Splits,VHT.AX,VHT.AX_Dividends,VHT.AX_Stock Splits,VITL,VITL_Dividends,VITL_Stock Splits,VNT.MI,VNT.MI_Dividends,VNT.MI_Stock Splits,VVPR,VVPR_Dividends,VVPR_Stock Splits,WRBY,WRBY_Dividends,WRBY_Stock Splits,XHS.MI,XHS.MI_Dividends,XHS.MI_Stock Splits,XSG.L,XSG.L_Dividends,XSG.L_Stock Splits,ZVIA,ZVIA_Dividends,ZVIA_Stock Splits
2022-01-18,29.695941925048828,0.0,0.0,10.995599746704102,0.0,0.0,0.30165764689445496,0.0,0.0,0.10400000214576721,0.0,0.0,8.127493858337402,0.0,0.0,1017.5464477539062,0.0,0.0,4.619999885559082,0.0,0.0,10.7161226272583,0.0,0.0,23.799999237060547,0.0,0.0,16.34154510498047,0.0,0.0,63.39456558227539,0.0,0.0,605.7190551757812,0.0,0.0,0.11500000208616257,0.0,0.0,13.550000190734863,0.0,0.0,8.289999961853027,0.0,0.0,9.960000038146973,0.0,0.0,1227.1734619140625,0.0,0.0,20.709999084472656,0.0,0.0,3.6242077350616455,0.0,0.0,1.340000033378601,0.0,0.0,13.199999809265137,0.0,0.0,1.7000000476837158,0.0,0.0,27.316028594970703,0.0,0.0,0.1912350058555603,0.0,0.0,49.5,0.0,0.0,,,,12.550000190734863,0.0,0.0,1042.0,0.0,0.0,13.974356651306152,0.0,0.0,16.288475036621094,0.0,0.0,262.0,0.0,0.0,1.275940179824829,0.0,0.0,4.647027015686035,0.00363,0.0,4.441306114196777,0.0,0.0,32.869998931884766,0.0,0.0,15.0,0.0,0.0,1.9299999475479126,0.0,0.0,12.615205764770508,0.0,0.0,0.04600000008940697,0.0,0.0,19.310319900512695,0.0,0.0,2.0816221237182617,0.0,0.0,3.490000009536743,0.0,0.0,10.442360877990723,0.0,0.0,115.5,0.0,0.0,4.113243103027344,0.0,0.0,229.26800537109375,0.0,0.0,0.9100000262260437,0.0,0.0,17.549999237060547,0.0,0.0,6.864197254180908,0.0,0.0,24.600000381469727,0.0,0.0,31.969999313354492,0.0,0.0,,,,110.83999633789062,0.0,0.0,7.480000019073486,0.0,0.0
2022-01-20,30.277265548706055,0.0,0.0,11.39638900756836,0.0,0.0,0.30165764689445496,0.0,0.0,0.10400000214576721,0.0,0.0,7.932657241821289,0.0,0.0,1062.6640625,0.0,0.0,4.349999904632568,0.0,0.0,9.640633583068848,0.0,0.0,23.799999237060547,0.0,0.0,15.196776390075684,0.0,0.0,70.57845306396484,0.0,0.0,596.9263916015625,0.0,0.0,0.10999999940395355,0.0,0.0,13.4399995803833,0.0,0.0,9.149999618530273,0.0,0.0,9.819999694824219,0.0,0.0,1217.4710693359375,0.0,0.0,20.0,0.0,0.0,3.6242077350616455,0.0,0.0,1.2799999713897705,0.0,0.0,13.699999809265137,0.0,0.0,1.659999966621399,0.0,0.0,27.481578826904297,0.0,0.0,0.20861999690532684,0.0,0.0,49.25,0.0,0.0,,,,12.300000190734863,0.0,0.0,,,,14.383646965026855,0.0,0.0,16.200899124145508,0.0,0.0,256.0,0.0,0.0,1.222775936126709,0.0,0.0,4.549808979034424,0.0,0.0,4.408828258514404,0.0,0.0,31.600000381469727,0.0,0.0,15.0,0.0,0.0,1.899999976158142,0.0,0.0,13.744791030883789,0.0,0.0,0.04500000178813934,0.0,0.0,21.199373245239258,0.0,0.0,2.053236722946167,0.0,0.0,3.4800000190734863,0.0,0.0,11.883700370788574,0.0,0.0,111.0,0.0,0.0,4.221486568450928,0.0,0.0,219.79249572753906,0.3,0.0,0.8899999856948853,0.0,0.0,17.350000381469727,0.0,0.0,6.804938316345215,0.0,0.0,24.700000762939453,0.0,0.0,31.68000030517578,0.0,0.0,,,,108.48169708251953,0.0,0.0,7.489999771118164,0.0,0.0
2022-02-14,27.564424514770508,0.0,0.0,11.32668685913086,0.0,0.0,0.29411613941192627,0.0,0.0,0.10100000351667404,0.0,0.0,8.350164413452148,0.0,0.0,1003.147216796875,0.0,0.0,4.340000152587891,0.0,0.0,8.710481643676758,0.0,0.0,23.399999618530273,0.0,0.0,16.314714431762695,0.08,0.0,79.4967269897461,0.0,0.0,682.8994140625,0.0,0.0,0.09700000286102295,0.0,0.0,11.170000076293945,0.0,0.0,9.670000076293945,0.0,0.0,12.0600004196167,0.0,0.0,1104.794921875,0.0,0.0,20.489999771118164,0.0,0.0,3.221518039703369,0.0,0.0,1.7200000286102295,0.0,0.0,12.699999809265137,0.0,0.0,1.2000000476837158,0.0,0.0,27.97823715209961,0.0,0.0,0.19992700219154358,0.0,0.0,49.349998474121094,0.0,0.0,,,,10.0,0.0,0.0,1049.0,0.0,0.0,17.424091339111328,0.0,0.0,16.113327026367188,0.0,0.0,245.0,0.0,0.0,1.240497350692749,0.0,0.0,4.997012615203857,0.0,0.0,4.327634811401367,0.0,0.0,29.06999969482422,0.0,0.0,15.0,0.0,0.0,1.8200000524520874,0.0,0.0,14.314102172851562,0.0,0.0,0.03999999910593033,0.0,0.0,21.972169876098633,0.0,0.0,2.0816221237182617,0.0,0.0,3.4200000762939453,0.0,0.0,12.677908897399902,0.0,0.0,117.0,0.0,0.0,4.1722846031188965,0.0,0.0,219.79249572753906,0.0,0.0,0.8149999976158142,0.0,0.0,16.18000030517578,0.0,0.0,6.982716083526611,0.0,0.0,26.399999618530273,0.0,0.0,29.8700008392334,0.0,0.0,,,,90.55870056152344,0.0,0.0,8.729999542236328,0.0,0.0
2022-02-16,27.515979766845703,0.0,0.0,11.744903564453125,0.0,0.0,0.2978869080543518,0.0,0.0,0.10100000351667404,0.0,0.0,8.452221870422363,0.0,0.0,963.7892456054688,0.0,0.0,4.449999809265137,0.0,0.0,8.691104888916016,0.0,0.0,23.399999618530273,0.0,0.0,16.793994903564453,0.0,0.0,80.93730163574219,0.0,0.0,633.0741577148438,0.0,0.0,0.0989999994635582,0.0,0.0,10.930000305175781,0.0,0.0,9.75,0.0,0.0,12.069999694824219,0.0,0.0,1109.3714599609375,0.0,0.0,21.15999984741211,0.0,0.0,3.355747938156128,0.0,0.0,1.7100000381469727,0.0,0.0,12.699999809265137,0.0,0.0,1.2000000476837158,0.0,0.0,28.143787384033203,0.0,0.0,0.19992700219154358,0.0,0.0,49.25,0.0,0.0,,,,10.050000190734863,0.0,0.0,1045.0,0.0,0.0,17.618993759155273,0.0,0.0,15.990726470947266,0.0,0.0,239.0,0.0,0.0,1.2316365242004395,0.0,0.0,5.233954906463623,0.00363,0.0,4.100291728973389,0.0,0.0,31.25,0.0,0.0,15.0,0.0,0.0,1.8600000143051147,0.0,0.0,14.9105224609375,0.0,0.0,0.04149999842047691,0.0,0.0,23.851680755615234,0.0,0.0,2.1383938789367676,0.0,0.0,3.4600000381469727,0.0,0.0,13.119135856628418,0.0,0.0,116.5,0.0,0.0,4.191965579986572,0.0,0.0,219.79249572753906,0.0,0.0,0.7799999713897705,0.0,0.0,15.600000381469727,0.0,0.0,6.923457145690918,0.0,0.0,26.100000381469727,0.0,0.0,30.219999313354492,0.0,0.0,,,,90.55870056152344,0.0,0.0,9.489999771118164,0.0,0.0
2022-03-01,24.512474060058594,0.0,0.0,10.263720512390137,0.0,0.0,0.2903454601764679,0.0,0.0,0.10100000351667404,0.0,0.0,8.25738525390625,0.0,0.0,1099.1422119140625,0.0,0.0,4.929999828338623,0.0,0.0,6.820072174072266,0.03,0.0,23.399999618530273,0.0,0.0,15.653303146362305,0.0,0.0,,,,537.3314208984375,0.0,0.0,0.09000000357627869,0.0,0.0,7.610000133514404,0.0,0.0,,,,11.5,0.0,0.0,1035.5048828125,0.0,0.0,20.940000534057617,0.0,0.0,3.2406938076019287,0.0,0.0,1.409999966621399,0.0,0.0,13.5,0.0,0.0,1.1299999952316284,0.0,0.0,27.812685012817383,0.0,0.0,0.17384999990463257,0.0,0.0,49.25,0.0,0.0,,,,10.699999809265137,0.0,0.0,1010.0,0.0,0.0,17.93083381652832,0.0,0.0,15.728008270263672,0.0,0.0,241.0,0.0,0.0,1.1607511043548584,0.0,0.0,4.99074125289917,0.0,0.0,4.222082614898682,0.0,0.0,24.270000457763672,0.0,0.0,15.0,0.0,0.0,1.6050000190734863,0.0,0.0,,,,0.03999999910593033,0.0,0.0,,,,2.128931999206543,0.0,0.0,3.2799999713897705,0.0,0.0,,,,109.0,0.0,0.0,3.9853196144104004,0.0,0.0,192.92897033691406,0.0,0.0,0.7250000238418579,0.0,0.0,13.600000381469727,0.0,0.0,6.2419753074646,0.0,0.0,19.700000762939453,0.0,0.0,28.93000030517578,0.0,0.0,,,,89.61530303955078,0.0,0.0,6.139999866485596,0.0,0.0
2022-03-21,23.34982681274414,0.0,0.0,8.251055717468262,0.0,0.0,0.28657475113868713,0.0,0.0,0.10100000351667404,0.0,0.0,9.277960777282715,0.0,0.0,1066.02392578125,0.0,0.0,5.409999847412109,0.0,0.0,6.421180725097656,0.0,0.0,23.0,0.0,0.0,16.736478805541992,0.0,0.0,75.5825424194336,0.0,0.0,556.8707885742188,0.0,0.0,0.09099999815225601,0.0,0.0,6.150000095367432,0.0,0.0,7.900000095367432,0.0,0.0,9.180000305175781,0.0,0.0,1112.1173095703125,0.0,0.0,19.5,0.0,0.0,3.355747938156128,0.0,0.0,1.5299999713897705,0.0,0.0,13.199999809265137,0.0,0.0,1.0499999523162842,0.0,0.0,27.481578826904297,0.0,0.0,0.13473300635814667,0.0,0.0,49.25,0.0,0.0,,,,10.300000190734863,0.0,0.0,1002.0,0.0,0.0,18.45706558227539,0.0,0.0,14.887313842773438,0.0,0.0,267.0,0.0,0.0,1.1784723997116089,0.0,0.0,4.955333709716797,0.00363,0.0,3.9866206645965576,0.0,0.0,26.020000457763672,0.0,0.0,15.0,0.0,0.0,1.4500000476837158,0.0,0.0,14.323138236999512,0.0,0.0,0.035999998450279236,0.0,0.0,22.87853240966797,0.0,0.0,2.1383938789367676,0.0,0.0,3.3299999237060547,0.0,0.0,12.207266807556152,0.0,0.0,84.0,0.0,0.0,3.9361178874969482,0.0,0.0,151.41259765625,0.0,0.0,0.7300000190734863,0.0,0.0,13.4399995803833,0.0,0.0,7.012345790863037,0.0,0.0,19.5,0.0,0.0,30.489999771118164,0.0,0.0,,,,86.3136978149414,0.0,0.0,4.059999942779541,0.0,0.0
2022-03-22,24.367143630981445,0.0,0.0,8.285907745361328,0.0,0.0,0.28657475113868713,0.0,0.0,0.10100000351667404,0.0,0.0,10.205757141113281,0.0,0.0,1102.5020751953125,0.0,0.0,5.360000133514404,0.0,0.0,6.644948959350586,0.0,0.0,23.200000762939453,0.0,0.0,17.043224334716797,0.0,0.0,78.66270446777344,0.0,0.0,556.8707885742188,0.0,0.0,0.09099999815225601,0.0,0.0,6.190000057220459,0.0,0.0,7.710000038146973,0.0,0.0,9.4399995803833,0.0,0.0,1092.8953857421875,0.0,0.0,20.520000457763672,0.0,0.0,3.331605911254883,0.025,0.0,1.5800000429153442,0.0,0.0,12.899999618530273,0.0,0.0,1.0299999713897705,0.0,0.0,27.316028594970703,0.0,0.0,0.1373409926891327,0.0,0.0,49.25,0.0,0.0,,,,10.300000190734863,0.0,0.0,1000.0,0.0,0.0,18.028284072875977,0.0,0.0,14.887313842773438,0.0,0.0,269.0,0.0,0.0,1.1784723997116089,0.0,0.0,5.0137457847595215,0.0,0.0,3.937903881072998,0.0,0.0,27.549999237060547,0.0,0.0,15.0,0.0,0.0,1.4800000190734863,0.0,0.0,14.594239234924316,0.0,0.0,0.03700000047683716,0.0,0.0,23.40326690673828,0.0,0.0,2.1383938789367676,0.0,0.0,3.380000114440918,0.0,0.0,12.8936185836792,0.0,0.0,83.25,0.0,0.0,3.9361178874969482,0.0,0.0,156.296875,0.0,0.0,0.75,0.0,0.0,13.449999809265137,0.0,0.0,6.903703689575195,0.0,0.0,20.0,0.0,0.0,31.510000228881836,0.0,0.0,,,,86.3136978149414,0.0,0.0,4.730000019073486,0.0,0.0
2022-03-29,25.481346130371094,0.0,0.0,8.834815979003906,0.0,0.0,0.30165764689445496,0.0,0.0,0.10100000351667404,0.0,0.0,9.509910583496094,0.0,0.0,1140.658203125,13.0,2.0,5.579999923706055,0.0,0.0,7.111944675445557,0.0,0.0,23.200000762939453,0.0,0.0,17.369131088256836,0.0,0.0,86.33942413330078,0.0,0.0,570.5482788085938,0.0,0.0,0.09000000357627869,0.0,0.0,6.199999809265137,0.0,0.0,6.190000057220459,0.0,0.0,8.989999771118164,0.0,0.0,1136.0986328125,0.0,0.0,22.170000076293945,0.0,0.0,3.3605763912200928,0.0,0.0,1.4299999475479126,0.0,0.0,12.399999618530273,0.0,0.0,0.8500000238418579,0.0,0.0,27.481578826904297,0.0,0.0,0.14168700575828552,0.0,0.0,49.275001525878906,0.0,0.0,,,,11.0,0.0,0.0,975.7000122070312,0.0,0.0,16.8588809967041,0.0,0.0,14.62459659576416,0.0,0.0,264.0,0.0,0.0,1.1961939334869385,0.0,0.0,4.965068340301514,0.0,0.0,4.303276538848877,0.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,1.5399999618530273,0.0,0.0,16.1666202545166,0.0,0.0,0.035999998450279236,0.0,0.0,25.759815216064453,0.0,0.0,2.2140891551971436,0.0,0.0,3.2100000381469727,0.0,0.0,14.991896629333496,0.0,0.0,81.0,0.0,0.0,3.9361178874969482,0.0,0.0,205.13966369628906,0.0,0.0,0.9200000166893005,0.0,0.0,13.020000457763672,0.0,0.0,6.765431880950928,0.0,0.0,19.700000762939453,0.0,0.0,35.84000015258789,0.0,0.0,,,,83.48380279541016,0.0,0.0,4.730000019073486,0.0,0.0
2022-03-31,25.287574768066406,0.0,0.0,9.740951538085938,0.0,0.0,0.30165764689445496,0.0,0.0,0.10100000351667404,0.0,0.0,9.602689743041992,0.0,0.0,1132.891845703125,0.0,0.0,5.309999942779541,0.0,0.0,6.732511043548584,0.0,0.0,23.200000762939453,0.0,0.0,17.2253475189209,0.0,0.0,85.46749877929688,0.0,0.0,612.557861328125,0.0,0.0,0.09399999678134918,0.0,0.0,6.010000228881836,0.0,0.0,5.889999866485596,0.0,0.0,8.960000038146973,0.0,0.0,1161.7279052734375,0.0,0.0,23.040000915527344,0.0,0.0,3.350919485092163,0.0,0.0,1.350000023841858,0.0,0.0,12.399999618530273,0.0,0.0,0.8500000238418579,0.0,0.0,27.647132873535156,0.0,0.0,0.13473300635814667,0.0,0.0,49.29999923706055,0.0,0.0,,,,11.800000190734863,0.0,0.0,,,,16.683473587036133,0.0,0.0,14.71216869354248,0.0,0.0,244.0,0.0,0.0,1.2316365242004395,0.0,0.0,5.0137457847595215,0.0,0.0,4.189604759216309,0.0,0.0,26.3700008392334,0.0,0.0,15.0,0.0,0.0,1.559999942779541,0.0,0.0,15.922990798950195,0.149454,0.0,0.03799999877810478,0.0,0.0,24.853450775146484,0.0,0.0,2.176241397857666,0.0,0.0,3.3499999046325684,0.0,0.0,14.94287109375,0.0,0.0,79.5,0.0,0.0,3.9164373874664307,0.0,0.0,205.13966369628906,0.0,0.0,0.8700000047683716,0.0,0.0,12.359999656677246,0.0,0.0,6.765431880950928,0.0,0.0,17.600000381469727,0.0,0.0,33.810001373291016,0.0,0.0,,,,55.84450149536133,0.0,0.0,4.570000171661377,0.0,0.0
2022-04-18,24.75469207763672,0.0,0.0,8.974222183227539,0.0,0.0,0.30165764689445496,0.0,0.0,0.10100000351667404,0.0,0.0,8.990344047546387,0.0,0.0,1086.2947998046875,0.0,0.0,5.929999828338623,0.0,0.0,6.528200626373291,0.0,0.0,23.200000762939453,0.0,0.0,17.206178665161133,0.0,0.0,88.04537200927734,0.0,0.0,615.48876953125,0.0,0.0,0.08799999952316284,0.0,0.0,5.119999885559082,0.0,0.0,5.800000190734863,0.0,0.0,9.710000038146973,0.0,0.0,1157.33447265625,0.0,0.0,21.84000015258789,0.0,0.0,3.215723991394043,0.0,0.0,1.2300000190734863,0.0,0.0,12.100000381469727,0.0,0.0,0.6899999976158142,0.0,0.0,27.316028594970703,0.0,0.0,0.10865599662065506,0.0,0.0,49.54999923706055,0.0,0.0,,,,12.399999618530273,0.0,0.0,945.2000122070312,0.0,0.0,15.923360824584961,0.0,0.0,14.71216869354248,0.0,0.0,232.0,0.0,0.0,1.1784723997116089,0.0,0.0,5.163417339324951,0.00363,0.0,4.189604759216309,0.0,0.0,22.489999771118164,0.0,0.0,15.0,0.0,0.0,1.409999966621399,0.0,0.0,16.788862228393555,0.0,0.0,0.03700000047683716,0.0,0.0,23.861221313476562,0.0,0.0,2.0343127250671387,0.0,0.0,3.319999933242798,0.0,0.0,13.168160438537598,0.0,0.0,72.5,0.0,0.0,3.99515962600708,0.0,0.0,195.37110900878906,0.0,0.0,0.8799999952316284,0.0,0.0,11.890000343322754,0.0,0.0,6.567901611328125,0.0,0.0,14.800000190734863,0.0,0.0,27.290000915527344,0.0,0.0,,,,48.58089828491211,0.0,0.0,3.7899999618530273,0.0,0.0
